price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
5500,2006,chevrolet silverado,fair,8,gas,150920,automatic,truck,silver,1,2019-01-03,6,13
3500,2005,ford escape,good,4,gas,167000,automatic,SUV,green,1,2018-12-11,53,13
3800,2006,chevrolet silverado,good,8,gas,150920,automatic,truck,custom,0,2018-05-01,36,12
5999,2006,subaru outback,excellent,4,gas,150920,automatic,wagon,silver,1,2019-02-10,15,13
6500,2009,chevrolet impala,like new,6,gas,71083,automatic,sedan,silver,0,2019-02-01,44,10
9000,2017,nissan sentra,excellent,4,gas,99134,automatic,sedan,white,0,2018-11-28,21,1
4000,2018,nissan altima,excellent,4,gas,41000,other,sedan,grey,0,2018-06-07,8,0
14995,2013,volkswagen passat,excellent,4,diesel,34476,automatic,sedan,unknown,0,2019-04-18,37,6
13950,2014,gmc sierra 2500hd,excellent,8,gas,148653,automatic,truck,white,1,2018-05-04,51,4
3950,2010,ford explorer,excellent,6,gas,235689,automatic,wagon,grey,1,2018-11-18,16,8
3950,2010,nissan versa,excellent,4,gas,117830,automatic,hatchback,unknown,0,2018-11-27,77,8
34875,2010,chevrolet silverado 2500hd,good,8,diesel,26174,automatic,truck,unknown,0,2019-03-08,14,9
10499,2008,nissan frontier,excellent,6,gas,160161,automatic,pickup,grey,1,2018-10-28,13,10
22500,2014,gmc sierra 1500,excellent,8,gas,116173,automatic,truck,unknown,1,2018-11-24,63,4
3900,2007,honda accord,excellent,4,gas,149430,automatic,sedan,unknown,0,2018-09-07,16,11
15995,2012,ford f350 super duty,excellent,8,other,93285,automatic,truck,white,0,2018-07-23,92,6
1600,2005,hyundai sonata,fair,4,gas,140000,automatic,coupe,custom,0,2018-11-22,55,13
27900,2015,ford f150 supercrew cab xlt,good,8,other,39859,other,pickup,blue,1,2018-06-23,21,3
9877,2014,ford escape,excellent,4,gas,90000,automatic,SUV,blue,0,2018-09-20,56,4
13495,2011,gmc yukon,good,8,gas,207999,automatic,SUV,black,1,2019-01-26,89,8
5500,2000,chevrolet corvette,good,8,gas,37172,automatic,coupe,blue,0,2019-02-26,31,19
3998,2009,ford edge,excellent,6,gas,131565,automatic,sedan,black,0,2019-03-09,39,10
16000,2007,chevrolet silverado,good,8,diesel,142000,automatic,truck,black,1,2018-12-28,64,11
15000,2006,jeep wrangler unlimited,excellent,6,gas,146000,automatic,offroad,silver,1,2019-01-09,19,13
22900,2011,ram 3500,good,6,diesel,174400,automatic,truck,white,1,2018-09-14,27,7
2950,1995,ford taurus,like new,6,gas,162500,automatic,sedan,white,0,2019-03-26,23,24
1896,2008,ford fusion,good,6,gas,192650,automatic,sedan,grey,0,2018-06-19,28,10
2950,1995,ford taurus,like new,6,gas,85000,automatic,sedan,white,0,2019-03-06,39,24
5950,2009,nissan maxima,excellent,6,gas,143000,automatic,sedan,red,0,2018-10-05,29,9
9100,2013,volkswagen passat,excellent,4,gas,73000,automatic,sedan,white,0,2019-04-04,39,6
4500,2001,jeep grand cherokee laredo,excellent,6,gas,197000,automatic,SUV,red,1,2018-05-02,35,17
15500,2000,chevrolet corvette,excellent,8,gas,52000,automatic,convertible,black,0,2019-01-18,15,19
20875,2009,chevrolet silverado 3500hd,good,8,diesel,209616,automatic,truck,red,1,2018-12-18,145,9
3497,1995,ford explorer,excellent,6,gas,88885,automatic,SUV,red,1,2019-02-28,54,24
7995,2011,dodge grand caravan,like new,6,gas,80000,automatic,mini-van,unknown,0,2019-03-05,24,8
9000,2012,jeep wrangler,good,6,gas,145699,manual,offroad,silver,1,2019-01-14,46,7
12599,2010,ram 1500,excellent,6,gas,115575,automatic,truck,red,0,2018-05-21,24,8
25990,2007,ford mustang,excellent,6,gas,37999,manual,coupe,red,0,2018-07-29,32,11
22500,2013,toyota 4runner,like new,6,gas,118100,automatic,SUV,white,1,2018-10-26,28,5
2995,2006,chevrolet malibu,excellent,4,gas,104230,automatic,sedan,white,0,2018-11-26,47,12
6200,2012,subaru outback,like new,4,gas,167000,automatic,SUV,unknown,1,2018-09-01,24,6
25995,2015,ram 1500,good,6,diesel,156276,automatic,truck,unknown,1,2018-07-09,38,3
3795,2008,ford escape,excellent,4,gas,155352,automatic,SUV,red,0,2018-10-23,48,10
26995,2011,ram 2500,good,6,diesel,123025,automatic,truck,unknown,1,2018-08-23,49,7
11000,2010,chevrolet suburban,excellent,8,gas,194723,automatic,SUV,white,1,2018-10-12,35,8
8995,2003,jeep wrangler,good,6,gas,133248,automatic,SUV,custom,1,2018-09-30,27,15
2600,2004,gmc sierra,good,8,gas,260000,automatic,truck,red,1,2018-05-31,13,14
3990,2002,subaru forester,excellent,4,gas,162245,automatic,wagon,silver,1,2019-02-04,14,17
5500,2009,jeep grand cherokee,good,6,gas,143000,automatic,SUV,silver,1,2019-01-10,42,10
2000,1988,chevrolet suburban,good,8,gas,70000,manual,SUV,black,1,2018-12-07,16,30
10950,2010,jeep wrangler,good,6,gas,141580,manual,SUV,green,1,2018-12-15,18,8
8450,2012,jeep liberty,good,6,gas,88942,automatic,SUV,unknown,1,2019-04-13,68,7
3200,2005,nissan murano,excellent,6,gas,150000,automatic,sedan,custom,0,2018-05-08,29,13
7999,2008,buick enclave,like new,6,gas,119643,automatic,SUV,black,1,2018-06-07,130,10
10499,2008,nissan frontier,excellent,6,gas,160161,automatic,pickup,grey,1,2018-05-28,16,10
4799,2010,hyundai elantra,excellent,4,gas,111736,automatic,sedan,black,0,2018-05-02,9,8
8399,2014,nissan altima,new,4,gas,78000,automatic,sedan,white,0,2019-03-11,66,5
14500,2010,jeep wrangler unlimited,like new,6,gas,105000,automatic,offroad,grey,1,2018-10-11,30,8
18995,2013,ram 1500,excellent,8,gas,99840,automatic,truck,white,1,2019-03-30,76,6
2500,2008,nissan versa,good,4,gas,140000,automatic,sedan,silver,0,2018-12-26,120,10
2750,2011,nissan maxima,good,6,gas,123025,automatic,sedan,blue,0,2018-08-13,21,7
8700,2013,nissan altima,like new,4,gas,105,automatic,sedan,silver,0,2019-01-12,29,6
6000,2004,ford f250 super duty,fair,8,diesel,156640,automatic,truck,unknown,1,2019-02-24,47,15
4399,2010,honda accord,like new,4,gas,127168,automatic,sedan,black,0,2018-11-04,43,8
9950,2012,chevrolet traverse,excellent,6,gas,119940,automatic,SUV,white,1,2019-04-09,55,7
3000,2006,ford taurus,good,6,gas,167259,automatic,sedan,brown,0,2018-05-26,74,12
3879,2010,hyundai elantra,excellent,4,gas,108200,automatic,sedan,unknown,0,2018-05-03,39,8
2497,2001,jeep grand cherokee,good,6,gas,162000,automatic,SUV,silver,1,2018-12-23,49,17
8450,2013,ram 3500,excellent,8,gas,200649,automatic,truck,red,0,2018-08-23,38,5
7900,2000,ford f-250,fair,8,diesel,228000,manual,truck,red,1,2018-05-27,32,18
5995,2010,nissan rogue,good,4,gas,120000,automatic,SUV,unknown,0,2019-02-14,25,9
20995,2013,ram 1500,excellent,8,gas,96100,automatic,truck,white,1,2019-02-21,19,6
42995,2018,chevrolet suburban,excellent,8,gas,40800,automatic,SUV,unknown,1,2018-07-12,53,0
10995,2011,ford explorer,excellent,6,gas,123025,automatic,wagon,black,1,2019-04-10,36,8
14995,2013,honda cr-v,excellent,4,gas,60150,automatic,wagon,brown,1,2018-07-20,30,5
14995,2011,ford ranger,excellent,6,gas,54200,automatic,truck,unknown,1,2018-06-04,31,7
12995,2015,nissan rogue,excellent,4,gas,46150,automatic,wagon,black,1,2018-06-09,60,3
13995,2008,chevrolet silverado 1500,excellent,8,gas,93300,automatic,truck,grey,1,2018-08-28,56,10
4495,2004,honda pilot,good,6,gas,156640,automatic,SUV,grey,1,2018-07-21,25,14
2800,1999,honda cr-v,good,4,gas,184000,automatic,SUV,silver,1,2018-07-07,40,19
5900,2006,jeep grand cherokee laredo,excellent,8,gas,132000,automatic,SUV,silver,0,2019-01-07,51,13
3950,2012,nissan versa,excellent,4,gas,117830,automatic,hatchback,white,0,2018-05-20,31,6
20000,1960,chevrolet impala,excellent,8,gas,1000,automatic,sedan,custom,0,2018-06-30,75,58
14900,2012,ram 1500,excellent,8,gas,105000,automatic,truck,grey,0,2019-03-30,9,7
8900,2013,chrysler town & country,excellent,6,gas,117000,automatic,mini-van,white,0,2018-12-26,61,5
5900,2013,honda civic lx,good,4,gas,113000,automatic,sedan,grey,0,2019-02-18,34,6
20200,2018,nissan frontier crew cab sv,good,6,gas,49596,other,pickup,black,1,2018-12-29,97,0
22000,2017,ram 1500,like new,8,gas,19092,automatic,pickup,white,1,2018-09-13,22,1
11500,2008,chevrolet silverado,good,8,gas,163000,automatic,pickup,black,1,2019-02-12,15,11
11900,2007,ford f-150,excellent,8,gas,73000,automatic,truck,unknown,1,2019-03-28,9,12
11900,2007,gmc yukon,excellent,8,gas,165000,automatic,SUV,black,1,2018-05-11,37,11
5995,2014,nissan versa,good,4,gas,82319,automatic,sedan,grey,0,2019-02-19,14,5
5900,2005,jeep grand cherokee,good,8,gas,153108,automatic,wagon,unknown,1,2018-10-31,22,13
8500,1997,toyota tacoma,good,6,gas,183533,manual,truck,green,1,2018-06-19,23,21
5995,2003,jeep grand cherokee laredo,good,6,gas,137252,automatic,SUV,blue,1,2018-07-31,0,15
14995,2008,ford f350 super duty,excellent,8,gas,126650,automatic,truck,white,0,2018-09-30,52,10
26888,2014,chevrolet silverado 3500hd,good,8,diesel,138441,automatic,truck,red,1,2019-02-22,11,5
4995,2012,nissan sentra,good,4,gas,171515,automatic,sedan,silver,0,2018-11-04,13,6
17995,2013,chevrolet silverado 2500hd,good,8,gas,108624,automatic,truck,custom,1,2018-12-01,20,5
19995,2011,gmc sierra 2500hd,good,8,diesel,122749,automatic,truck,unknown,1,2018-10-27,23,7
4997,2011,kia soul,excellent,4,gas,169938,automatic,SUV,unknown,0,2018-12-19,18,7
4995,2003,toyota highlander,good,6,gas,151089,automatic,SUV,red,1,2019-01-30,22,16
11000,1988,chevrolet corvette,excellent,8,gas,97154,manual,coupe,black,0,2018-08-10,9,30
7000,2007,ford mustang,excellent,6,gas,142000,automatic,coupe,white,0,2018-12-31,187,11
33950,2017,ram 1500,like new,8,gas,9200,automatic,truck,red,1,2019-03-22,38,2
12900,2012,chevrolet silverado 2500hd,good,8,gas,145000,automatic,pickup,white,1,2018-05-18,64,6
10900,2011,ford ranger,good,6,gas,98899,automatic,truck,black,0,2018-05-17,28,7
1575,1998,ford taurus,good,6,gas,160900,automatic,sedan,green,0,2018-06-22,17,20
9700,2002,ram 2500,good,8,diesel,202494,automatic,truck,brown,1,2019-03-13,6,17
14995,2012,ford f250,excellent,8,diesel,110000,automatic,pickup,white,1,2019-04-04,12,7
10995,2008,chevrolet silverado 1500,excellent,8,gas,147020,automatic,pickup,unknown,1,2018-05-12,6,10
6795,2013,nissan sentra,excellent,4,gas,143130,automatic,sedan,grey,0,2018-12-28,103,5
13995,2002,ford f350,excellent,8,diesel,267459,automatic,pickup,white,0,2018-11-03,32,16
14995,2010,ford f350,excellent,8,diesel,215237,automatic,pickup,silver,0,2018-07-15,166,8
9290,2007,ram 1500,excellent,8,gas,165170,automatic,pickup,unknown,0,2018-11-28,26,11
12900,2004,jeep wrangler,excellent,6,gas,96000,other,SUV,unknown,1,2018-07-22,12,14
6495,2008,ford edge,excellent,6,gas,149162,automatic,SUV,silver,0,2018-06-27,33,10
11995,2015,ford f250,excellent,8,gas,207544,automatic,pickup,white,1,2018-09-17,9,3
12995,2013,ford f150,excellent,8,gas,132974,automatic,pickup,white,1,2018-07-04,48,5
13500,2016,jeep cherokee,good,4,gas,86800,automatic,SUV,unknown,0,2018-08-20,76,2
2995,2000,nissan sentra,excellent,4,gas,221668,automatic,sedan,silver,0,2019-03-30,58,19
10995,2013,chevrolet malibu,excellent,4,gas,99840,automatic,sedan,silver,0,2019-03-29,9,6
25500,2016,ford f-150,excellent,6,gas,44751,automatic,truck,black,1,2018-06-09,7,2
10800,2015,toyota camry,excellent,4,gas,28150,automatic,sedan,black,1,2019-03-23,36,4
12000,2013,volkswagen passat,excellent,4,diesel,67909,automatic,sedan,blue,0,2018-08-02,37,5
1250,1999,chevrolet tahoe,fair,8,gas,220000,automatic,SUV,black,1,2018-08-10,53,19
8997,2009,chevrolet tahoe,excellent,8,gas,200447,automatic,SUV,black,0,2018-11-25,43,9
4497,2007,toyota camry,excellent,4,gas,170546,automatic,sedan,white,0,2019-01-01,21,12
11950,2018,ford focus,excellent,4,gas,31000,automatic,hatchback,silver,0,2018-10-07,50,0
4500,2005,ford f-150,excellent,8,gas,217066,automatic,truck,brown,1,2019-04-12,38,14
15995,2013,volkswagen passat,excellent,4,diesel,18306,automatic,sedan,red,0,2018-07-05,72,5
5795,2004,toyota camry le,good,4,gas,81602,automatic,sedan,silver,0,2018-11-25,12,14
8975,2011,jeep grand cherokee,good,6,gas,122000,automatic,SUV,white,1,2018-10-26,46,7
7500,2016,hyundai elantra,good,4,gas,105831,automatic,sedan,grey,0,2018-08-29,15,2
7999,2015,ford focus,excellent,4,gas,101824,automatic,hatchback,grey,0,2018-08-25,37,3
7995,2003,ford f-250,excellent,8,diesel,285218,automatic,pickup,unknown,1,2018-09-23,9,15
35995,2018,ford f-150,like new,6,gas,8073,automatic,pickup,unknown,1,2019-04-13,66,1
4300,2013,volkswagen jetta,good,4,hybrid,99840,automatic,wagon,unknown,0,2019-04-04,11,6
11900,2007,ford f-150,excellent,8,gas,73000,automatic,truck,custom,1,2019-01-15,12,12
4800,2001,ford f-150,good,8,gas,261800,automatic,truck,red,1,2018-09-19,29,17
11900,2008,gmc yukon,excellent,8,gas,165000,automatic,SUV,black,1,2018-06-09,16,10
14000,2013,toyota sienna,excellent,6,gas,95000,automatic,mini-van,silver,0,2018-12-12,53,5
5900,1994,ford mustang,excellent,6,gas,103000,automatic,convertible,yellow,0,2018-09-23,12,24
11995,2012,chevrolet equinox,excellent,4,gas,110413,automatic,SUV,white,1,2019-04-17,70,7
5995,2004,chevrolet trailblazer,excellent,6,gas,156640,automatic,SUV,silver,1,2018-08-01,20,14
23000,2014,ford f-150,excellent,6,gas,55042,automatic,truck,unknown,1,2018-09-18,63,4
5300,2006,toyota sienna,excellent,6,gas,176422,automatic,mini-van,grey,0,2018-10-30,46,12
10900,2005,ford f250,excellent,8,diesel,154982,automatic,pickup,white,1,2018-06-15,22,13
30995,2017,chevrolet silverado 1500,like new,8,gas,27658,automatic,pickup,unknown,1,2019-01-16,22,2
299,2004,toyota camry,excellent,4,gas,185287,automatic,sedan,silver,0,2019-03-01,84,15
3495,2005,nissan altima,excellent,4,gas,212174,automatic,sedan,grey,0,2018-08-30,40,13
299,2006,honda civic,excellent,4,gas,150920,automatic,coupe,blue,0,2018-10-15,19,12
2995,2013,nissan sentra,excellent,4,gas,221668,automatic,sedan,silver,0,2019-03-11,21,6
3995,2001,chevrolet suburban,excellent,8,gas,221062,automatic,SUV,grey,1,2019-03-10,18,18
6500,2010,toyota rav4,like new,4,gas,178000,automatic,SUV,white,0,2019-01-02,15,9
10995,2011,chevrolet silverado 1500,excellent,8,gas,123025,automatic,pickup,red,1,2018-06-16,71,7
10995,2010,chevrolet colorado,excellent,5,gas,113998,automatic,pickup,white,1,2018-08-31,6,8
44995,2018,chevrolet silverado 1500,like new,8,gas,20674,automatic,pickup,blue,1,2019-04-10,32,1
11900,2007,ford f-150,excellent,8,gas,73000,automatic,truck,unknown,1,2018-10-12,13,11
11900,2007,gmc yukon,excellent,8,gas,165000,automatic,SUV,black,1,2019-04-15,41,12
15998,2014,dodge charger,excellent,6,gas,66739,automatic,sedan,unknown,0,2019-01-22,16,5
13967,2017,ford fusion,excellent,4,gas,77455,automatic,sedan,unknown,0,2018-06-30,32,1
23385,2005,chevrolet corvette,excellent,8,gas,33142,automatic,coupe,unknown,0,2018-11-22,52,13
18656,2016,ford mustang,excellent,6,gas,53998,automatic,convertible,black,0,2018-09-20,38,2
19996,2010,toyota tundra,excellent,8,gas,98865,automatic,truck,white,1,2018-06-18,12,8
10000,2003,ram 1500,good,8,gas,187000,automatic,pickup,white,1,2018-12-18,25,15
21995,2012,cadillac escalade,excellent,8,gas,114471,automatic,SUV,black,1,2018-11-13,16,6
4000,2013,ford fusion se,excellent,6,gas,105520,automatic,sedan,grey,0,2019-01-15,95,6
18500,2018,chevrolet silverado,like new,8,gas,20674,automatic,truck,white,1,2018-09-23,49,0
3995,2006,jeep liberty,excellent,6,gas,127044,automatic,SUV,unknown,1,2018-05-20,64,12
3800,2001,chevrolet tahoe,good,8,gas,179183,automatic,SUV,grey,1,2019-01-02,105,18
4750,1998,toyota tacoma,good,6,gas,209555,manual,pickup,black,1,2018-12-16,8,20
1200,2003,toyota highlander,good,6,gas,200000,automatic,SUV,black,0,2018-07-09,39,15
26000,2012,toyota tacoma,like new,6,gas,60000,automatic,truck,blue,1,2019-01-24,49,7
3800,2005,honda civic,good,4,gas,152231,automatic,sedan,silver,0,2018-10-20,75,13
4999,2009,honda civic,good,4,gas,158000,automatic,sedan,unknown,0,2018-11-30,15,9
8850,2013,nissan altima,excellent,4,gas,102988,automatic,sedan,grey,0,2018-10-10,63,5
15995,2013,volkswagen passat,excellent,4,diesel,18402,automatic,sedan,black,0,2018-12-01,24,5
30000,2016,ford f-150,excellent,6,gas,53998,automatic,pickup,black,1,2018-09-20,11,2
2195,1997,ram 1500,good,8,gas,169865,automatic,pickup,unknown,0,2018-12-17,131,21
4500,1999,chevrolet suburban,excellent,8,gas,285000,automatic,SUV,silver,1,2018-06-09,21,19
3500,2008,ford escape,good,4,gas,144000,automatic,SUV,black,1,2018-11-09,18,10
12500,2014,volkswagen passat,excellent,4,diesel,90000,automatic,sedan,white,0,2019-04-04,42,5
42000,2015,cadillac escalade,excellent,8,gas,26531,automatic,SUV,black,1,2018-08-25,103,3
3795,2008,ford escape,excellent,4,gas,155352,automatic,SUV,red,0,2019-03-09,50,11
44947,2016,chevrolet silverado 2500hd,excellent,8,diesel,47765,automatic,truck,black,1,2018-12-31,11,2
2995,2006,chevrolet malibu,excellent,4,gas,150920,automatic,sedan,white,0,2018-10-16,3,12
17990,2013,ford f150,good,6,gas,99840,automatic,pickup,black,1,2018-08-14,12,5
23919,2013,chevrolet camaro,excellent,6,gas,19191,automatic,coupe,black,0,2018-09-11,26,5
9000,2011,chevrolet silverado,good,6,gas,123025,automatic,pickup,blue,0,2018-08-05,13,7
15500,2009,chevrolet silverado,good,8,diesel,230,automatic,truck,white,1,2018-08-16,9,9
8500,2004,gmc sierra,good,8,gas,207,automatic,truck,white,1,2018-06-30,9,14
4495,2009,chrysler 300,good,6,gas,131565,automatic,sedan,unknown,0,2018-07-18,10,9
5800,2007,jeep grand cherokee,good,8,gas,162000,automatic,SUV,unknown,1,2019-04-01,23,12
6500,2005,ram 1500,excellent,8,gas,148000,automatic,pickup,red,0,2018-10-15,112,13
17500,2018,chevrolet silverado,excellent,8,gas,16000,automatic,truck,white,1,2018-08-11,47,0
13900,2011,gmc sierra,excellent,6,gas,41000,automatic,pickup,grey,0,2018-06-26,11,7
22900,2014,ford f150 supercrew cab xlt,good,6,gas,73711,automatic,pickup,white,1,2018-12-22,29,4
9990,2015,honda accord,excellent,4,gas,12250,manual,coupe,black,0,2019-02-10,32,4
10995,2011,subaru forester,excellent,4,gas,109365,automatic,SUV,unknown,1,2019-03-25,28,8
14948,2017,nissan altima,excellent,4,gas,48528,automatic,sedan,grey,0,2019-03-04,32,2
37000,2015,ram 3500,excellent,6,diesel,58248,automatic,truck,silver,1,2019-02-10,9,4
10500,2013,volkswagen passat,excellent,4,diesel,99840,automatic,sedan,silver,0,2018-12-08,5,5
21500,2013,jeep wrangler unlimited,excellent,6,gas,85737,automatic,SUV,black,1,2019-01-30,42,6
2000,2005,ford explorer,fair,6,gas,192673,automatic,SUV,red,1,2019-04-02,29,14
12000,2012,ram 1500,excellent,8,gas,161367,automatic,truck,silver,1,2018-12-16,28,6
10200,2015,nissan altima,like new,4,gas,38900,automatic,sedan,red,0,2019-01-23,53,4
6900,2011,honda accord,excellent,4,gas,57573,automatic,sedan,green,0,2019-03-03,43,8
23000,2015,chevrolet silverado 1500,like new,6,gas,43000,automatic,truck,grey,0,2018-12-20,73,3
12950,2008,gmc sierra 2500hd,excellent,8,gas,152690,automatic,truck,unknown,1,2019-04-18,45,11
9950,2012,chevrolet traverse,excellent,6,gas,119940,automatic,SUV,white,1,2019-03-22,42,7
8500,2008,ram 1500,good,8,gas,166000,automatic,pickup,blue,1,2018-08-24,84,10
9000,2010,ford edge,excellent,6,gas,118688,automatic,SUV,unknown,1,2018-10-25,12,8
14000,2008,toyota sienna,excellent,6,gas,95000,automatic,mini-van,silver,0,2018-05-09,55,10
11000,1998,ram 2500,excellent,6,diesel,298630,manual,pickup,white,1,2018-08-14,43,20
6870,2015,chevrolet cruze,good,4,gas,67981,automatic,sedan,white,0,2019-01-16,10,4
8967,2014,toyota corolla,excellent,4,gas,65949,automatic,sedan,silver,0,2018-10-10,34,4
4000,2007,chevrolet silverado 1500,good,6,gas,207000,automatic,truck,grey,0,2018-08-31,9,11
5995,2005,jeep liberty,good,6,gas,98163,automatic,SUV,blue,1,2018-11-11,88,13
16000,2017,honda civic,like new,4,gas,27000,automatic,coupe,green,0,2018-10-19,27,1
5295,2013,ford focus se,good,4,gas,99385,automatic,sedan,grey,0,2018-06-09,45,5
24995,2010,ford f150,excellent,6,gas,68302,automatic,truck,grey,1,2018-10-21,47,8
34600,2018,chevrolet silverado 1500 crew,good,8,gas,5380,automatic,pickup,white,1,2018-07-28,34,0
29900,2013,chevrolet silverado 3500hd,excellent,8,diesel,120000,automatic,truck,black,1,2019-04-07,25,6
10995,2009,jeep grand cherokee laredo,excellent,8,gas,69935,automatic,SUV,silver,1,2019-04-09,5,10
7000,2013,dodge grand caravan,good,6,gas,127731,automatic,mini-van,blue,0,2018-10-08,38,5
32000,2013,chevrolet silverado,excellent,8,diesel,99840,automatic,truck,brown,1,2018-06-12,29,5
15999,1999,ford f-250 super duty,excellent,8,diesel,97000,automatic,pickup,unknown,1,2019-01-28,32,20
9200,2009,jeep grand cherokee,excellent,6,gas,139000,automatic,SUV,black,1,2018-10-17,14,9
5500,2009,nissan murano,excellent,6,gas,191000,automatic,SUV,grey,1,2018-06-09,35,9
4900,1996,chevrolet silverado,fair,8,diesel,215000,automatic,pickup,black,1,2018-11-26,12,22
12750,2015,chevrolet traverse,good,6,gas,74000,manual,SUV,unknown,0,2018-12-04,78,3
8750,2008,toyota highlander,excellent,6,gas,140000,automatic,SUV,black,1,2018-11-08,113,10
15500,2009,jeep wrangler unlimited,excellent,6,gas,161720,automatic,SUV,black,1,2018-05-26,5,9
6000,2005,bmw x5,good,6,gas,157000,automatic,SUV,black,1,2018-05-27,84,13
9500,1966,ford mustang,good,6,gas,250000,automatic,coupe,red,0,2019-01-27,43,53
24900,2014,gmc sierra 1500,excellent,8,gas,90000,automatic,truck,blue,1,2018-05-18,17,4
5000,1999,ford f-150,excellent,8,gas,138999,automatic,truck,brown,1,2019-04-08,30,20
5500,2004,toyota 4runner,good,6,gas,244000,automatic,SUV,custom,1,2019-03-19,31,15
8000,2012,volkswagen passat,excellent,6,gas,93000,automatic,sedan,silver,0,2018-11-24,37,6
2995,2007,nissan sentra,good,4,gas,151600,other,sedan,grey,0,2019-03-12,61,12
39500,2017,chevrolet tahoe,excellent,8,gas,52500,automatic,SUV,white,1,2019-02-04,59,2
46295,2015,chevrolet corvette,like new,8,gas,78285,automatic,coupe,white,0,2019-01-26,24,4
5200,2005,jeep grand cherokee,excellent,8,gas,153000,automatic,SUV,unknown,1,2018-08-19,27,13
2500,2000,cadillac escalade,good,6,gas,192684,automatic,SUV,white,1,2018-06-12,52,18
15500,2009,chevrolet silverado 1500,excellent,8,gas,175548,automatic,truck,unknown,1,2018-08-03,54,9
10495,2015,chrysler 200,excellent,4,gas,72283,automatic,sedan,black,0,2019-03-11,29,4
13500,2018,honda civic,like new,4,gas,11000,automatic,hatchback,unknown,0,2018-09-26,17,0
8800,2006,chevrolet silverado 1500,good,8,gas,150920,automatic,pickup,grey,0,2019-01-13,32,13
5995,2010,chrysler 300,excellent,6,gas,127168,automatic,sedan,unknown,0,2018-11-05,73,8
1900,1999,acura tl,good,6,gas,174875,automatic,sedan,grey,0,2018-08-03,20,19
5950,2012,subaru forester,excellent,4,gas,139000,manual,SUV,green,1,2018-09-18,19,6
1495,2004,ford taurus,good,6,gas,125023,manual,sedan,grey,0,2018-05-20,59,14
5450,2014,volkswagen jetta,good,4,gas,84000,automatic,sedan,black,0,2018-12-01,79,4
5500,2013,chevrolet malibu,good,4,gas,99840,automatic,sedan,black,0,2019-03-17,41,6
8500,2014,nissan maxima,good,6,gas,79000,automatic,sedan,black,0,2018-09-08,57,4
6995,2009,chevrolet malibu,excellent,4,gas,94200,automatic,sedan,unknown,0,2019-02-14,78,10
7995,2014,chevrolet cruze,excellent,4,gas,90700,automatic,sedan,white,0,2018-11-02,67,4
16995,2014,gmc sierra 1500,excellent,8,gas,143482,automatic,pickup,silver,1,2018-12-25,29,4
4995,2009,ford f-150,excellent,8,gas,131565,automatic,pickup,unknown,0,2018-09-06,28,9
15995,2013,honda cr-v,excellent,4,gas,60150,automatic,wagon,brown,1,2018-09-17,31,5
8995,2006,chevrolet silverado 2500hd,excellent,8,gas,140610,automatic,truck,custom,1,2018-11-01,15,12
12995,2015,kia sorento,excellent,4,gas,78285,automatic,wagon,unknown,1,2018-11-18,16,3
9995,2007,jeep wrangler,excellent,6,gas,107150,manual,wagon,black,1,2018-08-21,75,11
4995,2006,ford mustang,excellent,6,gas,109390,manual,coupe,black,0,2018-05-12,32,12
10995,2012,ford mustang,excellent,6,gas,110000,automatic,coupe,black,0,2019-02-13,66,7
4900,2011,subaru forester,excellent,4,gas,123025,automatic,SUV,brown,1,2018-09-29,41,7
3150,2003,chevrolet tahoe,good,8,gas,195000,automatic,SUV,grey,1,2018-12-08,27,15
12500,2011,honda pilot,excellent,6,gas,100000,manual,SUV,red,0,2018-08-29,12,7
3200,2005,honda civic,good,4,gas,153108,manual,sedan,unknown,0,2018-11-01,5,13
8500,2009,subaru forester,excellent,4,gas,82000,automatic,wagon,silver,1,2019-01-21,28,10
15500,2016,subaru forester,excellent,4,gas,53998,manual,SUV,black,1,2018-05-27,43,2
8900,2012,nissan murano,excellent,6,gas,110000,automatic,SUV,black,1,2018-12-09,21,6
15500,2011,jeep grand cherokee,excellent,8,gas,47095,automatic,SUV,silver,1,2018-05-17,19,7
13900,2012,ford f-150,excellent,8,gas,81901,automatic,pickup,blue,1,2018-05-13,26,6
11500,2008,ram 1500,excellent,8,gas,101831,automatic,pickup,unknown,1,2018-07-17,66,10
14999,2012,bmw x5,excellent,6,gas,68000,automatic,SUV,unknown,1,2019-03-09,22,7
23999,2010,bmw x5,excellent,6,gas,69000,automatic,SUV,white,1,2018-12-30,26,8
3250,2006,chevrolet silverado 1500,excellent,6,gas,172050,automatic,truck,blue,0,2019-03-07,54,13
2995,2006,nissan maxima,good,6,gas,150920,automatic,sedan,brown,0,2018-10-13,28,12
15500,2017,ford edge,excellent,4,gas,59800,automatic,SUV,white,0,2018-10-27,48,1
20292,2018,nissan maxima,like new,6,gas,44000,automatic,sedan,blue,0,2018-10-04,61,0
25947,2018,nissan maxima,like new,6,gas,20674,automatic,sedan,blue,0,2018-08-30,27,0
29900,2011,ram 2500,good,6,diesel,164133,automatic,truck,white,1,2018-09-16,35,7
2750,1999,ford ranger,good,6,gas,174875,manual,truck,white,0,2019-01-15,18,20
14995,2012,gmc sierra 1500,good,8,gas,86593,automatic,truck,silver,0,2018-09-09,35,6
13995,2014,ford edge,good,6,gas,71014,automatic,SUV,red,1,2018-06-10,50,4
